#OTU ID	EM086.441698	EM082.441607	EM068.441712	EM065.441667	EM059.T3.441604	EMC08.441752	EM079.441724	EM040.441709	EM044.441601	EM124.441697	EM094.T3.441588	EM062.441720	EM134.441735	EM090.T3.441662	EM039.441743	EM106.441745	EM150.441648	EM083.T3.441744	EM071.441747	EMC04.441704	EM095.T3.441590	EM034.441676	EM064.441592	EM091.441686	EM057.441605	EM145.441690	EM063.441621	EM109.441669	EM032.441683	EM061.441673	EM047.T3.441645	EM059.441715	EM056.441606	EM078.441658	EMC01.441661	EM090.441664	EM088.441638	EM070.441682	EM077.441646	EM133.441663	EM055.441603	EM156.441613	EM108.441694	EM049.441600	EM072.T3.441632	EM130.441701	EM165.441597	EM049.T3.441671	EM031.441732	EM168.441668	EM167.441702	EMC07.441636	EM146.441718	EM081.441618	EM093.441602	EM122.441699	EM152.441730	EM140.441608	EM063.T3.441695	EM052.441625	EM047.441722	EM101.441623	EM076.441622	EM102.441633	EM141.441684	EM086.T3.441746	EM054.T3.441749	EMC06.441610	EM137.441680	EM118.441693	EM056.T3.441716	EM100.441714	EMC09.441635	EM093.T3.441670	EM174.441652	EM155.441678	EM074.441596	EM103.441691	EM043.441739	EM138.441753	EM066.T3.441647	EM151.441595	EM178.441705	EM169.441653	EM144.441736	EM147.441617	EM073.T3.441721	EM036.441587	EM050.441672	EM111.441634	EM042.441674	EM136.441650	EM080.441727	EM100.T3.441627	EM110.441723	EM084.441599	EM055.T3.441626	EM065.T3.441614	EM054.441707	EM098.441733	EM159.441719	EM125.441659	EM163.441642	EM162.441728	EM089.T3.441624	EM038.441649	EM075.441644	EM179.441612	EM182.441681	EM071.T3.441734	EM066.441656	EM067.441615	EM126.441679	EM060.T3.441729	EM094.441640	EM046.441741	EM092.441616	EM173.441754	EM057.T3.441589	EM112.441630	EM113.441619	EM131.441591	EM058.441637	EM072.441643	EM077.T3.441639	EM129.441689	EM114.441710	EM089.441742	EM033.441685	EM096.441706	EM148.441631	EM222.441725	EM142.441711	EM116.441657	EM117.441609	EM149.441655	EM132.441696	EM160.441703	EMC03.441713	EM053.441738	EM098.T3.441740	EM115.441641	EM158.441731	EM166.441748	EM170.441651	EM209.441665	EMC02.441750	EM087.441726	EM107.441620	EMC05.441628	EM053.T3.441688	EM105.441629	EM085.441675	EM073.441594	EM180.441692	EM099.441708	EM069.441700	EM123.441687	EM139.441611	EM082.T3.441751	EM183.441654	EM083.441666	EM035.441593	EM037.441737	EM095.441717	EM135.441660	EM060.441677
NR_118673.1_{Eubacterium}_hallii_strain_ATCC_27751_16S_ribosomal_RNA_gene__partial_sequence	50	1	0	36	0	59	43	70	65	51	15	79	17	192	44	3	143	120	86	201	32	60	24	131	14	63	53	2	69	227	296	31	31	35	118	165	45	257	64	13	80	53	30	76	14	4	43	66	51	27	0	31	47	111	241	19	36	98	107	16	15	114	77	29	58	20	24	65	16	448	15	37	88	29	0	11	0	4	26	264	67	50	17	16	32	0	53	12	0	2	108	11	14	26	3	119	79	39	23	0	85	35	195	54	82	20	18	41	1	50	20	19	2	31	18	4	65	34	2	0	8	16	33	72	175	48	2	31	15	38	64	11	5	80	33	62	2	10	44	453	0	0	8	17	27	0	89	24	5	128	33	100	105	25	114	38	17	0	10	2	153	229	86	54	7	14	35
NR_118670.1_Eubacterium_ventriosum_strain_ATCC_27560_16S_ribosomal_RNA_gene__partial_sequence	6	0	11	9	0	12	11	15	32	14	3	17	7	1	18	4	3	33	1	20	19	37	2	70	0	61	49	12	50	25	0	13	2	13	6	0	4	55	6	5	33	11	4	2	13	5	5	8	22	6	0	2	6	14	4	0	3	4	2	15	0	4	0	3	0	1	14	27	0	27	3	4	1	3	0	0	0	14	4	0	28	13	0	1	3	0	43	20	0	0	23	3	1	3	0	7	30	8	10	17	0	34	5	1	25	27	12	0	0	8	6	2	0	4	8	1	5	1	45	0	15	0	9	12	9	5	1	2	8	26	30	13	5	9	23	8	1	8	9	4	1	1	4	3	2	0	11	1	8	57	2	0	16	11	0	6	0	0	2	0	3	81	2	7	2	6	3
NR_118643.1_Eisenbergiella_tayi_strain_B086562_16S_ribosomal_RNA_gene__partial_sequence	2	0	9	0	23	2	6	0	0	2	0	0	0	2	3	0	6	0	1	0	2	0	0	1	0	0	6	1	0	1	11	0	0	1	0	2	1	0	3	0	1	5	3	1	1	2	72	2	0	0	0	0	0	2	2	29	1	7	3	0	1	0	0	3	1	0	0	1	0	0	1	1	2	1	14	0	0	0	2	0	0	1	26	2	0	0	0	1	4	10	0	0	0	0	0	1	0	0	0	0	11	0	5	3	0	15	0	0	3	0	0	0	2	0	0	0	0	0	0	0	0	0	0	5	0	0	1	1	0	0	3	0	14	1	0	0	0	0	0	0	0	7	0	1	10	2	0	0	0	1	0	0	1	3	1	1	3	1	0	0	0	2	1	0	0	0	0
NR_118558.1_Lactobacillus_delbrueckii_subsp._bulgaricus_strain_ATCC_11842_16S_ribosomal_RNA_gene__partial_sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
NR_118667.1_Lachnospira_pectinoschiza_strain_150-1_16S_ribosomal_RNA_gene__partial_sequence	11	253	4	9	16	6	19	58	6	72	93	35	0	0	62	3	3	0	11	335	5	16	26	55	54	7	4	20	2	375	134	11	9	13	92	15	0	50	1	29	39	4	0	8	19	7	6	44	31	5	108	11	8	383	164	23	1	0	9	16	4	1	0	3	18	1	4	25	2	6	0	1	5	77	7	434	49	18	4	1	24	0	2	1	8	0	40	19	0	25	8	10	0	19	13	15	49	26	21	0	4	13	3	19	113	9	10	10	0	56	15	0	1	0	27	1	223	1	34	21	0	134	48	24	28	3	0	53	7	0	17	14	4	2	0	31	0	0	1	380	0	24	2	0	0	0	53	0	3	106	50	0	52	26	3	36	3	0	0	85	5	10	4	0	0	0	36
NR_118674.1_Eubacterium_ramulus_strain_ATCC_29099_16S_ribosomal_RNA_gene__partial_sequence	0	0	0	0	0	0	0	0	0	20	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0
NR_126195.1_Butyricimonas_paravirosa_strain_214-4_16S_ribosomal_RNA_gene__partial_sequence	9	0	0	0	0	0	0	1	0	0	0	0	0	111	0	19	33	0	64	1	0	15	12	0	19	33	0	0	0	0	0	5	0	3	1	82	108	0	7	0	15	0	1	15	0	0	8	5	0	18	2	1	0	0	0	0	0	373	0	0	0	4	0	0	0	10	21	0	79	18	0	0	0	0	0	0	0	19	12	0	0	1	6	2	7	0	0	0	0	0	0	32	7	0	14	30	13	0	12	0	3	5	6	0	0	29	6	0	36	0	0	20	0	0	0	0	11	0	0	0	9	0	3	0	1	2	0	0	25	0	6	1	0	4	14	0	0	4	0	24	0	1	4	0	18	7	0	0	1	1	18	0	4	1	0	0	0	0	100	0	8	0	8	0	0	0	8
NR_126194.1_Butyricimonas_faecihominis_strain_180-3_16S_ribosomal_RNA_gene__partial_sequence	0	0	0	0	0	0	0	3	0	0	0	0	2	0	0	7	0	0	30	0	0	13	7	0	0	39	0	0	0	0	0	0	0	0	2	0	0	0	0	0	4	0	0	26	0	0	0	15	0	0	0	0	0	4	4	0	0	1	0	60	0	0	0	0	0	3	10	0	1	0	0	0	0	11	0	0	0	11	2	0	0	0	0	2	0	0	66	0	0	0	0	0	16	0	0	20	7	0	7	0	0	6	7	0	0	0	0	0	0	0	0	0	0	0	0	0	11	1	0	0	0	0	2	0	0	0	3	0	0	0	0	0	0	3	0	0	0	4	0	0	0	0	2	0	28	27	0	0	2	0	0	0	8	50	0	0	0	0	0	0	3	0	6	0	0	0	0
NR_125595.1_Senegalimassilia_anaerobia_strain_JC110_16S_ribosomal_RNA_gene__partial_sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	2	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	3	0	0	0	0	0	6	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	6	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
NR_125464.1_Anaerobacterium_chartisolvens_strain_T-1-35_16S_ribosomal_RNA_gene__partial_sequence	0	0	0	0	88	0	10	0	0	0	0	0	0	0	2	1	3	0	15	0	0	0	4	0	0	3	0	3	1	0	0	0	0	0	0	0	0	0	6	1	0	0	0	0	2	0	0	0	0	0	0	0	5	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	25	1	0	0	0	0	0	0	0	17	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	53	0	4	0	0	0	0	0	0	0	0	0	1	0	3	0	6	0	0	0	2	0	0	1	0	0	0
NR_118690.1_{Ruminococcus}_gnavus_strain_ATCC_29149_16S_ribosomal_RNA_gene__complete_sequence	0	5	64	7	11	0	27	0	4	45	5	879	0	45	5	6	15	0	5	1	34	15	5	1	88	34	4	581	0	31	56	5	0	46	0	31	11	48	0	13	34	50	0	1	0	307	20	2	3	5	29	2	0	1	4	396	20	36	1	346	10	1	26	1671	3	0	774	0	0	0	0	0	1	2	132	124	7	24	463	5	0	0	57	27	28	121	11	5	128	17	0	0	0	0	19	0	15	3	712	216	153	4	56	91	21	3	1	12	24	50	0	4	47	0	0	71	5	66	7	129	11	31	5	0	5	0	19	3	1	6	5	45	11	224	3	1	28	229	0	147	255	8	49	158	47	60	0	0	0	3	35	6	0	6	2	225	40	330	1	17	11	10	7	0	0	4	9
NR_118676.1_Eubacterium_xylanophilum_strain_ATCC_35991_16S_ribosomal_RNA_gene__partial_sequence	3	0	0	0	3	3	26	0	26	10	23	344	0	0	88	7	243	0	22	0	0	0	21	40	0	19	0	13	14	0	0	1	21	0	24	0	2	476	0	3	85	0	0	76	39	57	79	55	0	2	0	22	0	56	16	0	2	46	0	1	0	0	0	0	0	0	4	248	0	8	20	1	1	33	66	20	0	0	64	4	64	2	1	6	5	0	54	137	0	1	36	0	0	3	19	27	0	0	11	0	0	1	4	15	0	2	10	0	0	98	22	0	0	0	0	0	28	0	1	0	0	44	0	66	0	0	0	0	0	1	0	55	0	0	7	54	5	63	0	0	0	0	5	4	0	0	16	0	2	26	0	0	20	0	0	186	0	0	0	0	2	0	0	38	0	0	1
NR_119032.1_Clostridium_paraputrificum_strain_DSM_2630_16S_ribosomal_RNA_gene__complete_sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NR_118998.1_Streptococcus_thermophilus_strain_DSM_20617_16S_ribosomal_RNA_gene__complete_sequence	3	0	0	1	2	1	1	7	1	0	0	6	0	0	4	0	7	12	2	4	2	2	1	10	0	5	2	2	2	5	6	1	0	1	4	1	11	0	1	0	6	9	1	19	0	0	6	20	174	0	0	2	0	13	0	0	4	27	80	2	1	0	1	3	0	0	0	3	0	0	0	0	3	0	4	5	3	3	3	4	0	1	1	1	4	25	1	0	4	5	3	2	3	0	10	19	7	0	2	0	0	0	0	8	16	0	1	0	0	0	1	1	1	0	0	0	0	1	0	0	0	0	1	0	9	3	0	6	0	0	1	2	0	19	0	0	1	2	1	60	3	0	0	0	2	0	2	0	0	2	2	7	0	3	0	0	0	27	4	0	1	0	7	0	0	2	1
NR_118692.1_{Ruminococcus}_obeum_strain_ATCC_29174_16S_ribosomal_RNA_gene__complete_sequence	42	2	12	13	4	10	21	19	34	432	22	49	10	44	33	5	43	35	43	29	22	8	49	24	39	217	94	0	41	21	2	42	11	26	26	85	11	52	166	43	85	70	32	55	15	14	21	50	19	23	1	40	43	77	237	0	10	194	34	6	1	31	4	3	20	20	11	31	18	49	16	41	17	103	14	3	262	7	14	24	42	18	20	49	40	0	110	38	16	32	26	2	20	50	8	87	101	18	14	6	21	9	93	24	27	120	19	8	11	9	19	6	2	6	19	9	43	8	0	41	14	20	74	27	81	19	15	12	4	4	30	30	13	194	58	23	5	26	13	19	9	4	40	11	11	8	22	3	3	19	1	78	15	48	10	61	3	0	24	2	4	34	150	57	6	10	6
NR_118730.1_{Clostridium}_symbiosum_strain_ATCC_14940_16S_ribosomal_RNA_gene__partial_sequence	0	0	1	0	25	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	3	0	0	0	2	12	0	1	0	0	1	0	0	2	1	0	1	0	1	0	0	0	0	0	2	1	0	0	1	0	13	4	6	0	0	0	0	1	6	0	0	0	0	0	0	0	0	0	0	10	4	0	0	4	0	0	0	1	0	2	8	0	0	1	7	0	0	0	0	0	0	0	0	0	5	0	0	2	2	0	0	0	3	60	0	0	0	1	0	0	0	0	4	0	21	0	1	0	1	0	0	0	0	2	2	4	0	10	1	1	0	5	2	0	0	5	1	0	1	6	0	0	0	0	0	0	0	0	0	4	1	0	14	0	1	6	0	0	0	0	0	0
NR_118858.1_Erwinia_rhapontici_strain_ATCC_29283_16S_ribosomal_RNA_gene__partial_sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NR_119007.1_Bifidobacterium_animalis_subsp._animalis_strain_ATCC_25527_16S_ribosomal_RNA_gene__complete_sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NR_119274.1_Lactobacillus_crispatus_strain_DSM_20584_16S_ribosomal_RNA_gene__complete_sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	2	0	0	0	0	0	0	10	0	0	0	0	0	4	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	3	0	0	0	1	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
NR_119252.1_Staphylococcus_caprae_strain_DSM_20608_16S_ribosomal_RNA_gene__partial_sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NR_119169.1_Veillonella_dispar_strain_DSM_20735_16S_ribosomal_RNA_gene__complete_sequence	0	0	0	1	0	0	0	4	0	0	0	4	0	1	2	0	2	18	0	2	1	0	1	0	0	0	0	0	1	1	1	0	0	0	2	3	15	0	0	0	4	0	0	0	0	0	0	0	6	0	1	0	0	12	0	18	6	4	1	0	0	0	1	0	0	0	1	1	0	0	0	0	1	0	9	3	0	0	0	0	0	0	0	0	59	0	0	1	0	0	0	7	0	0	0	1	0	2	2	0	0	0	0	15	4	0	2	0	0	6	0	0	4	0	0	0	9	0	22	481	5	2	0	0	0	0	0	5	0	0	0	10	0	4	0	0	0	1	3	1	0	0	1	0	0	0	0	0	1	0	0	20	0	0	0	0	0	0	0	0	0	8	2	0	0	0	0
NR_119035.1_{Clostridium}_sphenoides_strain_DSM_632_16S_ribosomal_RNA_gene__complete_sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NR_119068.1_{Clostridium}_aerotolerans_strain_DSM_5434_16S_ribosomal_RNA_gene__partial_sequence	0	0	0	0	0	0	0	0	202	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NR_119085.1_{Clostridium}_polysaccharolyticum_strain_DSM_1801_16S_ribosomal_RNA_gene__complete_sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0
NR_119074.1_Terrisporobacter_glycolicus_strain_DSM_1288_16S_ribosomal_RNA_gene__partial_sequence	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NR_119108.1_Salmonella_enterica_subsp._enterica_serovar_Typhimurium_strain_ATCC_13311_16S_ribosomal_RNA_gene__complete_sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NR_119113.1_Acinetobacter_calcoaceticus_strain_DSM_30006_16S_ribosomal_RNA_gene__complete_sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NR_119255.1_Erwinia_billingiae_strain_LMG_2613_16S_ribosomal_RNA_gene__complete_sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NR_121686.1_{Bacteroides}_pectinophilus_strain_N3_16S_ribosomal_RNA_gene__complete_sequence	0	0	0	0	0	0	0	0	84	0	0	0	0	0	5	0	0	0	113	0	0	0	63	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	77	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	94	178	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NR_119292.1_Enterococcus_saccharolyticus_strain_NCDO_2594_16S_ribosomal_RNA_gene__complete_sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NR_119286.1_{Clostridium}_cocleatum_strain_DSM_1551_16S_ribosomal_RNA_gene__partial_sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NR_121687.1_Neisseria_cinerea_strain_ATCC_14685_16S_ribosomal_RNA_gene__complete_sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
