#OTU ID	82S3MNBY.518050	C0241.T.518067	OTGGZN5Y.518063	OTGGZAZO.518108	C0240.N.518020	QFHRSNIH.518116	C0195.N.518110	5TA9VAT9.518088	5TA9VN6K.518161	C0374.N.518099	C0241.N.518043	UZ65XN27.518028	C0195.T.517986	82S3MAZ4.518145	59S9WAIH.518013	C0252.N.518016	C0275.T.518032	C0378.N.518158	C10.S.517995	C0371.N.518009	C0398.N.518152	C0344.N.518103	C0285.N.518084	C0294.N.517987	C0395.T.518075	GQ6LSNI6.518106	C0325.T.518083	C0315.N.518021	C0270.T.518163	C0366.N.518094	C0258.T.517997	C0349.N.517989	6G2KBNS6.518045	C0134.N.518072	JIDZEAPD.518149	C0399.N.518011	C0395.N.518054	LRQ9WN6C.518048	C0154.N.518002	C0349.T.518111	C0206.N.518065	C0355.T.518157	R8J9ZAGC.518059	TV28INUO.518004	C0225.N.518047	59S9WNC6.518055	C4.S.518169	UEL2GN92.518058	6G2KBASQ.517999	C0311.T.518131	G2OD5N55.518146	C0341.N.518101	C0394.N.518031	5EKFOAO4.518164	UEL2GAPI.518173	C0306.T.518122	KIXFRARY.518160	UZ65XAS5.518119	R8J9ZNOW.518040	C0371.T.518139	C0399.T.518153	C0285.T.518044	C0282.N.518138	C0335.N.518107	C0271.N.518022	C0269.N.518130	C0374.T.518127	C4.T.518118	C0268.N.518089	C0258.N.518014	C0230.N.517992	C0366.T.518172	KIXFRNL2.518129	C0322.N.518165	C0388.N.518136	C0230.T.518144	C0134.T.517988	C0186.N.518143	XZ33PA3O.518135	C0225.T.518033	5EKFONB3.518125	C0159.N.518042	HZIMMNL5.518062	C0362.N.518069	C0095.N.518123	MQETMNL4.518037	C0211.T.518096	GQ6LSABJ.518010	C0344.T.518029	C0341.T.518113	HZIMMAM6.518095	C0095.T.518141	C0198.N.518081	C0149.T.518132	C0294.T.518134	C0362.T.518026	JIDZEN4J.518073	C0318.T.518140	LRQ9WAHA.518036	C0149.N.518039	C0332.T.518017	C0308.N.518154	G2OD5ABL.518057	C0355.N.518077	C0388.T.518015	C0133.N.518051	C0318.N.518105	C0269.T.518150	C0198.T.518166	C0212.T.518155	C0325.N.518109	MQETMAZC.518171	C0342.N.518068	C0245.T.518151	32I9UNA9.518098	TV28IANZ.518070	C0378.T.518104	38U4VNBW.518090	A8A34NCW.518023	C0330.N.518148	41E1KAMA.517991	O436FAO8.518097	32I9UAPQ.518112	C0159.T.518087	G3UBQNDP.518121	C0256.N.518170	C0212.N.518167	C6.S.518082	MQE9OAS7.518008	A8A34AP9.518086	C0268.T.518114	C0209.T.518128	C0240.T.518052	C0330.T.518035	G3UBQAJU.518060	C0306.N.518003	QFHRSAG2.518005	UTWNWANU.518168	XBS5MA8H.517990	38U4VAHB.518100	BFJMKAKB.518159	C0209.N.517984	MQE9ONGV.518038	C0333.N.518126	YOTV6NC8.518156	C0271.T.518078	C0133.T.518133	C0334.N.518066	C0206.T.518053	C1.T.518120	C0211.N.518117	XZ33PN7O.518030	C0334.T.518147	C0342.T.518093	C0333.T.518046	C10.T.518056	YOTV6ASH.518142	C0252.T.518006	C0282.T.518000	I7ROLN9P.518079	C0394.T.518064	C0112.T.518024	C0186.T.518019	C0270.N.518041	C0311.N.518124	C0322.T.518018	C0335.T.518115	C0256.T.518080	C0275.N.518076	41E1KNBP.517985	XBS5MNEH.518074	C0112.N.518001	UTWNWN3P.518012	8XBKGN9F.518085	C0154.T.518091	C0308.T.518162	C0332.N.518027	C6.T.518061	C0235.T.518049	C1.S.518137	C0235.N.517993	C0245.N.518071	C0315.T.518034	BFJMKNMP.518102	8XBKGABK.517998	C0314.T.518025	O436FNP3.518007	C0398.T.518092	C3.S.517996	C3.T.517994
NR_119292.1_Enterococcus_saccharolyticus_strain_NCDO_2594_16S_ribosomal_RNA_gene__complete_sequence	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	3	1	0	54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	9	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0	0	0	0	0
NR_121696.1_Adlercreutzia_equolifaciens_strain_DSM_19450_16S_ribosomal_RNA_gene__complete_sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NR_121687.1_Neisseria_cinerea_strain_ATCC_14685_16S_ribosomal_RNA_gene__complete_sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NR_121688.1_Neisseria_sicca_strain_ATCC_29256_16S_ribosomal_RNA_gene__complete_sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NR_144696.1_Clostridium_saudiense_strain_JCC_16S_ribosomal_RNA__partial_sequence	0	0	1	0	0	0	1	0	0	0	0	4	0	0	0	2	0	0	0	2	0	0	1	1	0	0	52	140	0	9	86	19	0	23	0	0	0	0	2	0	0	0	2	0	36	0	4	0	0	1	0	9	1	0	0	0	0	0	11	0	0	1	0	2	8	0	0	0	1	58	0	2	0	7	0	0	0	0	0	2	0	0	0	0	0	22	0	0	0	0	0	0	0	2	0	0	1	0	0	1	0	3	2	1	0	5	6	0	0	0	5	2	15	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	1	0	0	0	0	0	4	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	3	0	0	0	0	9	2	0	0	0	5	0	0	0	2	0	16	0	0	0	0	0	0	0
NR_144614.1_Longicatena_caecimuris_strain_PG-426-CC-2_16S_ribosomal_RNA__partial_sequence	5	0	0	0	0	0	0	1	2	2	0	18	0	0	0	0	1	4	3	0	1	1	4	3	0	10	0	6	0	10	0	3	21	4	39	5	0	30	0	0	1	0	0	48	20	0	2	1	6	1	0	1	1	233	0	0	14	3	0	0	0	0	2	41	0	0	2	0	1	0	0	2	5	0	3	0	0	0	12	7	253	0	2	3	0	8	17	12	0	0	1	0	1	7	0	0	45	0	3	10	0	4	0	0	4	0	1	0	0	0	2	1	0	2	0	1	1	25	0	3	0	0	0	0	3	2	1	3	0	0	1	0	0	8	2	0	0	0	0	26	0	0	6	83	0	0	0	0	0	2	34	23	6	0	12	1	0	0	0	0	0	0	0	2	0	4	17	0	21	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NR_144608.1_Cuneatibacter_caecimuris_strain_BARN-424-CC-10_16S_ribosomal_RNA__partial_sequence	0	0	4	0	3	0	3	21	80	4	0	1	0	0	0	1	0	3	2	0	1	10	0	1	0	9	0	0	1	2	55	40	0	11	9	10	2	3	6	7	0	0	0	1	1	0	10	2	0	0	4	5	0	6	0	1	6	0	2	0	1	0	0	4	9	7	0	5	2	24	0	3	2	7	5	0	0	6	6	0	2	3	0	1	0	1	0	3	4	1	4	2	3	0	3	0	11	1	7	4	0	2	5	2	3	9	5	0	0	1	4	0	2	0	0	1	1	9	0	0	0	3	0	0	2	0	27	0	0	1	0	1	3	2	1	3	0	0	0	16	0	0	0	0	0	0	0	2	0	0	1	2	1	0	0	0	0	0	0	0	0	0	1	3	0	1	0	0	4	0	0	0	0	0	1	1	1	0	0	0	1	0	0	1	0	0	0	0	0	0
NR_137408.1_Terrisporobacter_petrolearius_strain_LAM0A37_16S_ribosomal_RNA__partial_sequence	0	0	2	1	0	1	0	3	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	5	0	0	0	2	0	0	1	1	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	2	0	0	0	0	0	2	2	0	1	0	0	2	17	1	0	0	0	1	0	1	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	3	0	2	0	0	0	0	1	3	0	0	1	0	1	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	2	0	0	0	0	2	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	3	0	0	0	0	0	0	0	0	0
NR_126194.1_Butyricimonas_faecihominis_strain_180-3_16S_ribosomal_RNA_gene__partial_sequence	1	14	0	0	20	1	4	0	0	2	47	29	1	2	0	24	0	17	0	8	17	2	42	8	2	0	3	0	6	35	107	15	1	0	0	7	4	0	7	5	0	0	0	0	25	0	12	1	1	0	9	24	1	0	5	0	3	6	0	9	0	16	4	2	60	24	0	1	11	63	2	50	0	6	159	1	0	16	0	17	0	8	0	11	2	11	6	0	1	3	1	0	21	4	0	0	0	4	4	14	0	42	3	0	184	0	5	10	15	5	28	6	49	14	0	0	2	0	0	2	0	0	0	1	1	115	9	5	0	0	0	2	25	5	0	6	1	0	0	0	0	1	0	37	1	14	0	6	0	32	25	0	0	0	6	0	0	0	0	0	0	0	24	13	1	3	0	50	0	0	0	8	0	0	3	22	0	2	0	65	0	7	0	0	0	0	0	0	0	0
NR_125571.1_Oribacterium_asaccharolyticum_strain_ACB7_16S_ribosomal_RNA_gene__partial_sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	9	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	5	74	5	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
NR_125570.1_Oribacterium_parvum_strain_ACB1_16S_ribosomal_RNA_gene__partial_sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	5	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0
NR_125523.1_Pseudomonas_chengduensis_strain_MBR_16S_ribosomal_RNA_gene__partial_sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
NR_121773.1_Barnesiella_viscericola_16S_ribosomal_RNA__complete_sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NR_125463.1_Bacteroides_luti_strain_UasXn-3_16S_ribosomal_RNA_gene__partial_sequence	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NR_125464.1_Anaerobacterium_chartisolvens_strain_T-1-35_16S_ribosomal_RNA_gene__partial_sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NR_125492.1_Methylobacterium_adhaesivum_strain_AR27_16S_ribosomal_RNA_gene__partial_sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NR_125539.1_Pectobacterium_carotovorum_subsp._actinidiae_strain_KKH3_16S_ribosomal_RNA_gene__partial_sequence	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NR_125525.1_Mycobacterium_insubricum_strain_FI-06250_16S_ribosomal_RNA_gene__complete_sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NR_125589.1_Alistipes_timonensis_strain_JC136_16S_ribosomal_RNA_gene__partial_sequence	1	2	0	0	1	0	4	0	0	1	2	5	0	0	0	12	5	1	1	0	6	1	0	6	0	0	0	3	0	2	0	0	0	0	0	25	0	0	1	1	0	0	0	0	0	0	0	0	0	3	0	1	0	1	0	0	1	1	0	1	12	1	0	8	1	14	1	0	2	0	0	2	0	3	4	0	0	2	0	0	0	5	0	11	0	0	20	0	0	0	0	0	0	0	1	0	0	0	2	0	3	2	0	0	4	0	2	5	0	0	0	0	16	0	1	0	3	0	0	0	0	0	0	1	1	41	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	5	4	0	0	0	0	0	0	0	64	0	0	1	0	0	0	2	0	0	0	0	2	0	0	2	3	1	39	0	0	1	0	0	0	1	0	0	0	3	0	0	1	0	0	0	0	1	0	0
NR_125600.1_Enterobacter_massiliensis_strain_JC163_16S_ribosomal_RNA_gene__partial_sequence	0	0	0	0	0	2	1	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NR_125595.1_Senegalimassilia_anaerobia_strain_JC110_16S_ribosomal_RNA_gene__partial_sequence	0	1	1	0	1	3	2	0	0	0	6	0	0	0	0	1	0	5	0	1	0	1	0	2	0	0	0	0	0	1	1	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	2	0	0	0	0	0	1	0	1	0	0	0	1	2	2	3	0	0	0	0	0	3	0	0	0	4	0	0	0	0	0	0	1	0	0	2	2	0	0	0	0	0	3	0	0	2	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	6	1	0	0	0	0	4	2	0	0	4	4	0	0	0	1	2	0	0	9	0	0	0	0	0	0	0	7	0	0	0	1	0	0	0	0	0	3	3	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NR_125593.1_Dielma_fastidiosa_strain_JC13_16S_ribosomal_RNA_gene__partial_sequence	28	0	0	0	0	0	0	0	0	2	0	0	0	5	0	0	0	0	5	0	0	1	2	0	0	13	0	2	0	0	0	0	1	0	0	1	0	1	0	0	1	0	1	1	2	0	1	0	0	0	4	0	0	0	0	0	0	0	3	0	0	0	0	6	0	0	2	0	1	0	0	0	0	0	6	0	0	0	0	0	0	0	0	1	0	1	2	6	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	3	0	0	4	0	0	0	0	1	0	0	0	0	0	0	0	0	6	9	0	0	0	0	0	0	3	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
NR_125691.1_Pseudocitrobacter_anthropi_strain_C138_16S_ribosomal_RNA_gene__partial_sequence	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	5	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1
NR_125655.1_Cloacibacterium_haliotis_strain_WB5_16S_ribosomal_RNA_gene__partial_sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
NR_126170.1_{Clostridium}_caenicola_strain_EBR596_16S_ribosomal_RNA_gene__partial_sequence	1	0	0	0	0	0	0	0	0	0	0	7	0	1	0	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	2	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NR_125811.1_Lactobacillus_psittaci_16S_ribosomal_RNA_gene__complete_sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NR_126182.1_Labilithrix_luteola_strain_B00002_16S_ribosomal_RNA_gene__partial_sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NR_126177.1_Streptococcus_loxodontisalivarius_strain_NUM_6304_16S_ribosomal_RNA_gene__partial_sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
